sheet,sheet_state,cell,names,formula,status,implemented_in
HP,visible,K25,HP.BalanceALV1,"MAX((HP.AnnualLetableValue1-HP.TotalUnrealizedAndTax1),0)",TO_IMPLEMENT,
HP,visible,K26,HP.IncomeOfHPInOwnHand1,"MAX(ROUND(((K8/100)*K25),0),0)",TO_IMPLEMENT,
HP,visible,I27,HP.ThirtyPercentOfBalance1,"MAX(ROUND(IF(((30/100)*K26) < 0,0,(30/100*K26)),0),0)",TO_IMPLEMENT,
HP,visible,O32,Combination_24B1,"TRIM(F32)&""_""&TRIM(G32)&""_""&TRIM(H32)&""_""&TRIM(I32)",TO_IMPLEMENT,
HP,visible,D33,,D32+1,TO_IMPLEMENT,
HP,visible,O33,,"TRIM(F33)&""_""&TRIM(G33)&""_""&TRIM(H33)&""_""&TRIM(I33)",TO_IMPLEMENT,
HP,visible,D34,,D33+1,TO_IMPLEMENT,
HP,visible,O34,,,TO_IMPLEMENT,
HP,visible,D35,,,TO_IMPLEMENT,
HP,visible,O35,,,TO_IMPLEMENT,
HP,visible,K36,TotAmt.24b1,SUM(Intrst.24b1),TO_IMPLEMENT,
HP,visible,K37,HP.TotalDeduct1,SUM(I27:I28),TO_IMPLEMENT,
HP,visible,K39,HP.IncomeOfHP1,(K26-K37+K38),TO_IMPLEMENT,
HP,visible,T41,Country_1B,"IF(AND(HP.CountryCode2<>"""",HP.CountryCode2<>""(Select)"",HP.CountryCode2<>""91-INDIA""),""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,P42,,"IF(HP.AddrDetail2<>"""",""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,Q42,,"IF(HP.CityOrTownOrDistrict2<>"""",""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,R42,,"IF(HP.PinCode2<>"""",""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,S42,,"IF(AND(HP.StateCode2<>"""",HP.StateCode2<>""(Select)""),""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,T42,,"IF(AND(HP.OwnerProperty2<>"""",HP.OwnerProperty2<>""(Select)""),""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,U42,,"IF(AND(HP.CoOwnedYN2<>"""",HP.CoOwnedYN2<>""(Select)""),""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,V42,,"IF(OR(S43<>S44,T43<>T44),""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,W42,,"IF(AND(HP.ifLetOut2<>"""",HP.ifLetOut2<>""(Select)""),""Data"",""NoData"")",TO_IMPLEMENT,
HP,visible,Q43,Block_1B,"COUNTIF(P42:V42,""Data"")",TO_IMPLEMENT,
HP,visible,R43,Final_1B,"IF(AND(Block_1B=0,HP.CountryCode2=""91-INDIA""),""NoData"",""Data"")",TO_IMPLEMENT,
HP,visible,S43,,"COUNTIF(HP.Co.Name2,"""")",TO_IMPLEMENT,
HP,visible,T43,,"COUNTIF(HP.Co.Share2,"""")",TO_IMPLEMENT,
HP,visible,S44,,ROWS(HP.Co.Name2),TO_IMPLEMENT,
HP,visible,T44,,ROWS(HP.Co.Share2),TO_IMPLEMENT,
HP,visible,F46,,F45+1,TO_IMPLEMENT,
HP,visible,F47,,F46+1,TO_IMPLEMENT,
HP,visible,F48,,,TO_IMPLEMENT,
HP,visible,F49,,,TO_IMPLEMENT,
HP,visible,F50,,,TO_IMPLEMENT,
HP,visible,F51,,,TO_IMPLEMENT,
HP,visible,F55,,F54+1,TO_IMPLEMENT,
HP,visible,F56,,F55+1,TO_IMPLEMENT,
HP,visible,I60,HP.TotalUnrealizedAndTax2,SUM(I58:I59),TO_IMPLEMENT,
HP,visible,K61,HP.BalanceALV2,"MAX((K57-I60),0)",TO_IMPLEMENT,
HP,visible,K62,HP.IncomeOfHPInOwnHand2,"MAX(0,ROUND(((K44/100)*K61),0))",TO_IMPLEMENT,
HP,visible,I63,HP.ThirtyPercentOfBalance2,"MAX(ROUND(IF(((30/100)*K62) < 0,0,(30/100*K62)),0),0)",TO_IMPLEMENT,
HP,visible,O68,Combination_24B2,"TRIM(F68)&""_""&TRIM(G68)&""_""&TRIM(H68)&""_""&TRIM(I68)",TO_IMPLEMENT,
HP,visible,D69,,D68+1,TO_IMPLEMENT,
HP,visible,O69,,"TRIM(F69)&""_""&TRIM(G69)&""_""&TRIM(H69)&""_""&TRIM(I69)",TO_IMPLEMENT,
HP,visible,D70,,D69+1,TO_IMPLEMENT,
HP,visible,O70,,"TRIM(F70)&""_""&TRIM(G70)&""_""&TRIM(H70)&""_""&TRIM(I70)",TO_IMPLEMENT,
HP,visible,D71,,D70+1,TO_IMPLEMENT,
HP,visible,O71,,"TRIM(F71)&""_""&TRIM(G71)&""_""&TRIM(H71)&""_""&TRIM(I71)",TO_IMPLEMENT,
HP,visible,K72,TotAmt.24b2,SUM(Intrst.24b2),TO_IMPLEMENT,
HP,visible,K73,HP.TotalDeduct2,"SUM(I63,I64)",TO_IMPLEMENT,
HP,visible,K75,HP.IncomeOfHP2,(K62-K73+K74),TO_IMPLEMENT,
HP,visible,K76,HP.TotalIncomeChargeableUnHP,"MAX(-200000,HP.IncomeOfHP1+HP.IncomeOfHP2)",TO_IMPLEMENT,
Schedule EA 10(13A),hidden,G7,Sch10of13A_DetlsofSalpersec17of1,"IF(AND(BacValue=2,MID(_xlfn.SINGLE(sheet1.EmployerCategory1),1,3)<>""Not""),MAX(0,SUM(Sch10of13A_BasicSalary,Sch10of13A_DearAllowance)),0)",TO_IMPLEMENT,
Schedule EA 10(13A),hidden,G10,Sch10of13A_Actlrentpaid10persalaryB,"IF(AND(BacValue=2,MID(_xlfn.SINGLE(sheet1.EmployerCategory1),1,3)<>""Not""),MAX(0,(Sch10of13A_ActlRentpaid-ROUND((Sch10of13A_DetlsofSalpersec17of1*0.1),0))),0)",TO_IMPLEMENT,
Schedule EA 10(13A),hidden,G12,Sch10of13A_ElgiblExmptAllwnce10of13A,"IF(AND(BacValue=2,MID(_xlfn.SINGLE(sheet1.EmployerCategory1),1,3)<>""Not""),MIN(Sch10of13A_ActlHRArecivedA,Sch10of13A_Actlrentpaid10persalaryB,Sch10of13A_50Por40Pofsalary),0)",TO_IMPLEMENT,
Schedule 24(b),hidden,W5,,"TRIM(G5)&""_""&TRIM(H5)&""_""&TRIM(I5)&""_""&TRIM(J5)",TO_IMPLEMENT,
Schedule 24(b),hidden,C6,,C5+1,TO_IMPLEMENT,
Schedule 24(b),hidden,W6,,"TRIM(G6)&""_""&TRIM(H6)&""_""&TRIM(I6)&""_""&TRIM(J6)",TO_IMPLEMENT,
Schedule 24(b),hidden,C7,,C6+1,TO_IMPLEMENT,
Schedule 24(b),hidden,W7,,,TO_IMPLEMENT,
Schedule 24(b),hidden,C8,,C7+1,TO_IMPLEMENT,
Schedule 24(b),hidden,W8,,,TO_IMPLEMENT,
Schedule 24(b),hidden,L10,TotAmt.24b,SUM(Intrst.24b),TO_IMPLEMENT,
Part A Gen_139(8A),hidden,E7,U_PAN,"IF(sheet1.PAN="""","""",sheet1.PAN)",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,T7,U_Name,"CONCATENATE(sheet1.FirstName,"" "",sheet1.MiddleName,"" "",sheet1.SurNameOrOrgName)",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,E9,U_AadhaarCardNo,"IF(Sheet1.Aadhaar="""","""",Sheet1.Aadhaar)",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,AZ18,Reason1,"COUNTIF(U_ReasonsForUpdatingIncome,""Reduction of carried forward loss"")",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,BA18,Reason2,"COUNTIF(U_ReasonsForUpdatingIncome,""Reduction of unabsorbed depreciation"")",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,BB18,Reason3,"COUNTIF(U_ReasonsForUpdatingIncome,""Reduction of tax credit u/s 115JB/115JC"")",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,AZ24,U_UnabsorbedDepreciationYear_1,"COUNTIF(U_UnabsorbedDepreciationYear,""2023"")",TO_IMPLEMENT,
Part A Gen_139(8A),hidden,BA24,U_UnabsorbedDepreciationYear_2,"COUNTIF(U_UnabsorbedDepreciationYear,""2024"")",TO_IMPLEMENT,
TDS,visible,D7,,D6+1,TO_IMPLEMENT,
TDS,visible,D8,,D7+1,TO_IMPLEMENT,
TDS,visible,D9,,D8+1,TO_IMPLEMENT,
TDS,visible,D10,,D9+1,TO_IMPLEMENT,
TDS,visible,H11,TDSal.Sum,SUM(TDSal.TotalTDSSalary),TO_IMPLEMENT,
TDS,visible,N11,TDS.IncSum,SUM(TDSal.IncChrgSalary),TO_IMPLEMENT,
TDS,visible,D18,,D17+1,TO_IMPLEMENT,
TDS,visible,D19,,D18+1,TO_IMPLEMENT,
TDS,visible,D20,,D19+1,TO_IMPLEMENT,
TDS,visible,D21,,D20+1,TO_IMPLEMENT,
TDS,visible,K22,TDSoth.Sum,SUM(TDSoth.6income),TO_IMPLEMENT,
TDS,visible,P23,IT_Sat_6New,"SUMIF(FormulaOfSATNew,""=1"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,O24,IT.Sat3,"SUMIF(FormulaOfSAT,""=3"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,P24,IT.Sat6,"SUMIF(FormulaOfSAT,""=6"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,Q24,IT.Sat9,"SUMIF(FormulaOfSAT,""=9"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,R24,IT.Sat13,"SUMIF(FormulaOfSAT,""=13"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,S24,IT.Sat17,"SUMIF(FormulaOfSAT,""=17"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,T24,IT.Sat21,"SUMIF(FormulaOfSAT,""=21"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,D29,,D28+1,TO_IMPLEMENT,
TDS,visible,D30,,D29+1,TO_IMPLEMENT,
TDS,visible,D31,,D30+1,TO_IMPLEMENT,
TDS,visible,L32,TDS26QB.Sum,SUM(TDS26QB.6income),TO_IMPLEMENT,
TDS,visible,P34,IT.Sat2,"SUMIF(FormulaOfSAT,""=2"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,Q34,IT.Sat5,"SUMIF(FormulaOfSAT,""=5"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,R34,IT.Sat8,"SUMIF(FormulaOfSAT,""=8"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,S34,IT.Sat12,"SUMIF(FormulaOfSAT,""=12"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,T34,IT.Sat16,"SUMIF(FormulaOfSAT,""=16"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,U34,IT.Sat20,"SUMIF(FormulaOfSAT,""=20"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,V34,IT.Sat24,"SUMIF(FormulaOfSAT,""=24"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,O35,TN.Flag,FALSE,TO_IMPLEMENT,
TDS,visible,P35,IT.Sat1,"SUMIF(FormulaOfSAT,""=1"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,Q35,IT.Sat4,"SUMIF(FormulaOfSAT,""=4"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,R35,IT.Sat7,"SUMIF(FormulaOfSAT,""=7"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,S35,IT.Sat11,"SUMIF(FormulaOfSAT,""=11"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,T35,IT.Sat15,"SUMIF(FormulaOfSAT,""=15"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,U35,IT.Sat19,"SUMIF(FormulaOfSAT,""=19"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,V35,IT.Sat23,"SUMIF(FormulaOfSAT,""=23"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,X35,ExSAT,"SUMIF(IT_DueDate,""=1"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,S36,IT.Sat10,"SUMIF(FormulaOfSAT,""=10"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,T36,IT.Sat14,"SUMIF(FormulaOfSAT,""=14"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,U36,IT.Sat18,"SUMIF(FormulaOfSAT,""=18"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,V36,IT.Sat22,"SUMIF(FormulaOfSAT,""=22"",TaxP.Amt)",TO_IMPLEMENT,
TDS,visible,N38,,"VALUE(MID(F38,7,4))",TO_IMPLEMENT,
TDS,visible,O38,,"VALUE(MID(F38,1,2))",TO_IMPLEMENT,
TDS,visible,P38,,"VALUE(MID(F38,4,2))",TO_IMPLEMENT,
TDS,visible,Q38,IT.FormulaOFS,"IF(N38>IT_Quarter,2,IF(N38>=IT_Quarter,IF(P38>=4,2,1),1))",TO_IMPLEMENT,
TDS,visible,R38,FormulaOfQ,"IF(TN.Flag,U38,T38)",TO_IMPLEMENT,
TDS,visible,S38,FormulaOfSAT,"IF(N38<=IT_Quarter,IF(Q38>1,IF(P38<4,P38+9,P38-3),0),P38+9)",TO_IMPLEMENT,
TDS,visible,T38,,"IF(Q38>1,6,IF(N38<IT_Quarter,IF((P38=6)*(O38>16),2,IF(P38<8,1,IF((P38=9)*(O38>20),3,IF(P38<10,2,IF((P38=12)*(O38>=16),4,IF(P38<13,3,4)))))),IF(P38<3,4,IF(O38<17,4,5))))",TO_IMPLEMENT,
TDS,visible,U38,,"IF(Q38>1,6,IF(N38<IT_Quarter,IF((P38=6)*(O38>15),2,IF(P38<7,1,IF((P38=9)*(O38>16),3,IF(P38<10,2,IF((P38=12)*(O38>31),4,IF(P38<13,3,4)))))),IF(P38<3,4,IF(O38<17,4,5))))",TO_IMPLEMENT,
TDS,visible,V38,FormulaOfSAT1,"IF(N38<=IT_Quarter,IF(Q38>1,IF(P38<4,P38+9,P38-3),0),P38 -3 + MAX(N38-IT_Quarter) *12)",TO_IMPLEMENT,
TDS,visible,W38,FormulaOfSATNew,"IF(AND(Q38=2,P38=9,O38<=15),1,0)",TO_IMPLEMENT,
TDS,visible,X38,IT_DueDate,"IF(AND(Q38=2,P38=VALUE(MID(DueDate1,4,2)),O38<=VALUE(MID(DueDate1,1,2))),1,0 )",TO_IMPLEMENT,
TDS,visible,XFD38,,"IF(N38<=2026,IF(Q38>1,IF(P38>=9,IF(P38<VALUE(MID(DueDate1,4,2)),""A"",IF(AND(P38=VALUE(MID(DueDate1,4,2)),O38<=VALUE(MID(DueDate1,1,2))),""A"",P38-3)),P38-3),0),P38+9)",TO_IMPLEMENT,
TDS,visible,D39,,D38+1,TO_IMPLEMENT,
TDS,visible,N39,,,TO_IMPLEMENT,
TDS,visible,O39,,,TO_IMPLEMENT,
TDS,visible,P39,,,TO_IMPLEMENT,
TDS,visible,Q39,,,TO_IMPLEMENT,
TDS,visible,R39,,,TO_IMPLEMENT,
TDS,visible,S39,,,TO_IMPLEMENT,
TDS,visible,T39,,"IF(Q39>1,6,IF(N39<IT_Quarter,IF((P39=6)*(O39>16),2,IF(P39<8,1,IF((P39=9)*(O39>20),3,IF(P39<10,2,IF((P39=12)*(O39>=16),4,IF(P39<13,3,4)))))),IF(P39<3,4,IF(O39<17,4,5))))",TO_IMPLEMENT,
TDS,visible,U39,,,TO_IMPLEMENT,
TDS,visible,V39,,,TO_IMPLEMENT,
TDS,visible,W39,,"IF(AND(Q39=2,P39=9,O39<=15),1,0)",TO_IMPLEMENT,
TDS,visible,X39,,"IF(AND(Q39=2,P39=VALUE(MID(DueDate1,4,2)),O39<=VALUE(MID(DueDate1,1,2))),1,0 )",TO_IMPLEMENT,
TDS,visible,XFD39,,"IF(AND(Q38=2,P38=VALUE(MID(DueDate1,4,2)),O38<=VALUE(MID(DueDate1,1,2))),1,0 )",TO_IMPLEMENT,
TDS,visible,D40,,,TO_IMPLEMENT,
TDS,visible,N40,,,TO_IMPLEMENT,
TDS,visible,O40,,,TO_IMPLEMENT,
TDS,visible,P40,,,TO_IMPLEMENT,
TDS,visible,Q40,,,TO_IMPLEMENT,
TDS,visible,R40,,,TO_IMPLEMENT,
TDS,visible,S40,,,TO_IMPLEMENT,
TDS,visible,T40,,"IF(Q40>1,6,IF(N40<IT_Quarter,IF((P40=6)*(O40>16),2,IF(P40<8,1,IF((P40=9)*(O40>20),3,IF(P40<10,2,IF((P40=12)*(O40>=16),4,IF(P40<13,3,4)))))),IF(P40<3,4,IF(O40<17,4,5))))",TO_IMPLEMENT,
TDS,visible,U40,,,TO_IMPLEMENT,
TDS,visible,V40,,,TO_IMPLEMENT,
TDS,visible,W40,,,TO_IMPLEMENT,
TDS,visible,X40,,"IF(AND(Q40=2,P40=VALUE(MID(DueDate1,4,2)),O40<=VALUE(MID(DueDate1,1,2))),1,0 )",TO_IMPLEMENT,
TDS,visible,D41,,,TO_IMPLEMENT,
TDS,visible,N41,,,TO_IMPLEMENT,
TDS,visible,O41,,,TO_IMPLEMENT,
TDS,visible,P41,,,TO_IMPLEMENT,
TDS,visible,Q41,,,TO_IMPLEMENT,
TDS,visible,R41,,,TO_IMPLEMENT,
TDS,visible,S41,,,TO_IMPLEMENT,
TDS,visible,T41,,"IF(Q41>1,6,IF(N41<IT_Quarter,IF((P41=6)*(O41>16),2,IF(P41<8,1,IF((P41=9)*(O41>20),3,IF(P41<10,2,IF((P41=12)*(O41>=16),4,IF(P41<13,3,4)))))),IF(P41<3,4,IF(O41<17,4,5))))",TO_IMPLEMENT,
TDS,visible,U41,,,TO_IMPLEMENT,
TDS,visible,V41,,,TO_IMPLEMENT,
TDS,visible,W41,,,TO_IMPLEMENT,
TDS,visible,X41,,"IF(AND(Q41=2,P41=VALUE(MID(DueDate1,4,2)),O41<=VALUE(MID(DueDate1,1,2))),1,0 )",TO_IMPLEMENT,
TDS,visible,D42,,,TO_IMPLEMENT,
TDS,visible,N42,,,TO_IMPLEMENT,
TDS,visible,O42,,,TO_IMPLEMENT,
TDS,visible,P42,,,TO_IMPLEMENT,
TDS,visible,Q42,,,TO_IMPLEMENT,
TDS,visible,R42,,,TO_IMPLEMENT,
TDS,visible,S42,,,TO_IMPLEMENT,
TDS,visible,T42,,"IF(Q42>1,6,IF(N42<IT_Quarter,IF((P42=6)*(O42>16),2,IF(P42<8,1,IF((P42=9)*(O42>20),3,IF(P42<10,2,IF((P42=12)*(O42>=16),4,IF(P42<13,3,4)))))),IF(P42<3,4,IF(O42<17,4,5))))",TO_IMPLEMENT,
TDS,visible,U42,,,TO_IMPLEMENT,
TDS,visible,V42,,,TO_IMPLEMENT,
TDS,visible,W42,,,TO_IMPLEMENT,
TDS,visible,X42,,"IF(AND(Q42=2,P42=VALUE(MID(DueDate1,4,2)),O42<=VALUE(MID(DueDate1,1,2))),1,0 )",TO_IMPLEMENT,
TDS,visible,H43,TaxP.Sum,SUM(TaxP.Amt),TO_IMPLEMENT,
TCS,visible,D7,,D6+1,TO_IMPLEMENT,
TCS,visible,D8,,D7+1,TO_IMPLEMENT,
TCS,visible,D9,,D8+1,TO_IMPLEMENT,
TCS,visible,J10,TCS.Sum,SUM(TCS.AmtTCSClaimedThisYear),TO_IMPLEMENT,
Taxes Paid and Verification,visible,I8,IncD.TotalTaxesPaid,"MAX(SUM(I4:I7),0)",TO_IMPLEMENT,
Taxes Paid and Verification,visible,I9,IncD.BalTaxPayable,"ROUND(IF(IncD.TotTaxPlusIntrstPay>IncD.TotalTaxesPaid, MAX(IncD.TotTaxPlusIntrstPay-IncD.TotalTaxesPaid,0),0),-1)",TO_IMPLEMENT,
Taxes Paid and Verification,visible,I10,IncD.RefundDue,"ROUND(IF(IncD.TotTaxPlusIntrstPay<IncD.TotalTaxesPaid, MAX(IncD.TotalTaxesPaid-IncD.TotTaxPlusIntrstPay,0),0),-1)",TO_IMPLEMENT,
Taxes Paid and Verification,visible,F19,,F18+1,TO_IMPLEMENT,
Taxes Paid and Verification,visible,F21,,F20+1,TO_IMPLEMENT,
Taxes Paid and Verification,visible,F22,,F21+1,TO_IMPLEMENT,
Taxes Paid and Verification,visible,F23,,F22+1,TO_IMPLEMENT,
Taxes Paid and Verification,visible,I26,Total_Exempt,SUM(Others.Amount),TO_IMPLEMENT,
Taxes Paid and Verification,visible,O33,,"IF(F33<>"""",VLOOKUP(MID(F33,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
Taxes Paid and Verification,visible,E34,,E33+1,TO_IMPLEMENT,
Taxes Paid and Verification,visible,O34,,"IF(F34<>"""",VLOOKUP(MID(F34,1,4),IFSCBank,2,FALSE))",TO_IMPLEMENT,
Taxes Paid and Verification,visible,Y46,age,calculateAge(sheet1.DOB)<18,TO_IMPLEMENT,
Taxes Paid and Verification,visible,G48,Ver.Date,"CONCATENATE(IF(DAY(TODAY())<10,""0"",""""),DAY(TODAY()),""/"",IF(MONTH(TODAY())<10,""0"",""""),MONTH(TODAY()),""/"",YEAR(TODAY()))",TO_IMPLEMENT,
Part B ATI,hidden,Z5,,"MID(sheet1.ReturnFileSec,4,4)",TO_IMPLEMENT,
Part B ATI,hidden,P10,U_Total,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",SUM(P5:P9),0)",TO_IMPLEMENT,
Part B ATI,hidden,P12,U_UpdatedTotInc,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",IncD.TotalIncome_New,0)",TO_IMPLEMENT,
Part B ATI,hidden,P13,U_AmtPayable,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",IncD.BalTaxPayable,0)",TO_IMPLEMENT,
Part B ATI,hidden,P14,U_AmtRefundable,"IF(U_AmtPayable>0,0,IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",IncD.RefundDue,0))",TO_IMPLEMENT,
Part B ATI,hidden,S17,Vmonth," VALUE(MID( Ver.Date,4,2))",TO_IMPLEMENT,
Part B ATI,hidden,T17,Vyear," VALUE(MID( Ver.Date,9,4))",TO_IMPLEMENT,
Part B ATI,hidden,P18,U_FeeIncUS234F,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",IncD.IntrstPayUs234F,0)",TO_IMPLEMENT,
Part B ATI,hidden,S19,,"ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.25),0)",TO_IMPLEMENT,
Part B ATI,hidden,P21,U_AggrLiabilityRefund,"MAX(0,IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",IF(P17>0,P13+P17-(P15+P19+U_AmtRefundable),0),0))",TO_IMPLEMENT,
Part B ATI,hidden,P22,U_AggrLiabilityNoRefund,"MAX(0,IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",IF(P17=0,P13+P16-(P15+P19+U_AmtRefundable),0),0))",TO_IMPLEMENT,
Part B ATI,hidden,P23,U_AddtnlIncTax,"MAX(IF(Return_Dropdown=1,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.25),0),IF(Return_Dropdown=2,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.5),0),IF(Return_Dropdown=3,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.6),0),IF(Return_Dropdown=4,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRef",TO_IMPLEMENT,
Part B ATI,hidden,S23,,"MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)",TO_IMPLEMENT,
Part B ATI,hidden,T23,Return_Dropdown,"IF(LEFT(U_UpdatedReturnDuringPeriod,2)=""Up"",1,IF(LEFT(U_UpdatedReturnDuringPeriod,10)=""Between 12"",2,IF(LEFT(U_UpdatedReturnDuringPeriod,10)=""Between 24"",3,IF(LEFT(U_UpdatedReturnDuringPeriod,10)=""Between 36"",4,0))))",TO_IMPLEMENT,
Part B ATI,hidden,U23,,"MAX(IF(Return_Dropdown=1,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.25),0),IF(Return_Dropdown=2,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.5),0),IF(Return_Dropdown=3,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRefund)-U_FeeIncUS234F)*0.6),0),IF(Return_Dropdown=4,ROUND((MAX(0,(U_AggrLiabilityRefund+U_AggrLiabilityNoRef",TO_IMPLEMENT,
Part B ATI,hidden,P24,U_NetPayable,"MAX(IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",MAX(0,P21+P22+P23),0),0)",TO_IMPLEMENT,
Part B ATI,hidden,P25,U_TaxUS140B,U_Total1,TO_IMPLEMENT,
Part B ATI,hidden,P26,U_TaxDue10_11,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",MAX(0,P24-P25),0)",TO_IMPLEMENT,
Part B ATI,hidden,E32,,E31+1,TO_IMPLEMENT,
Part B ATI,hidden,K33,U_Total1,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",SUM(U_Amt1),0)",TO_IMPLEMENT,
Part B ATI,hidden,E40,,E39+1,TO_IMPLEMENT,
Part B ATI,hidden,K41,U_Total2,"IF(MID(sheet1.ReturnFileSec,4,4)=""(8A)"",SUM(U_Amt2),0)",TO_IMPLEMENT,
80D,hidden,L6,Health_Insurance_80D,TotAmtA1.80D,TO_IMPLEMENT,
80D,hidden,D11,,D10+1,TO_IMPLEMENT,
80D,hidden,D12,,D11+1,TO_IMPLEMENT,
80D,hidden,L14,TotAmtA1.80D,SUM(AmtA1.80D),TO_IMPLEMENT,
80D,hidden,L17,Health_InsuranceSC_80D,TotAmtB1.80D,TO_IMPLEMENT,
80D,hidden,D22,,D21+1,TO_IMPLEMENT,
80D,hidden,D23,,D22+1,TO_IMPLEMENT,
80D,hidden,L25,TotAmtB1.80D,SUM(AmtB1.80D),TO_IMPLEMENT,
80D,hidden,L30,Health_Insurance2_80D,TotAmtA2.80D,TO_IMPLEMENT,
80D,hidden,D35,,D34+1,TO_IMPLEMENT,
80D,hidden,D36,,D35+1,TO_IMPLEMENT,
80D,hidden,L38,TotAmtA2.80D,SUM(AmtA2.80D),TO_IMPLEMENT,
80D,hidden,L41,Health_Insurance3_80D,TotAmtB2.80D,TO_IMPLEMENT,
80D,hidden,D46,,D45+1,TO_IMPLEMENT,
80D,hidden,D47,,D46+1,TO_IMPLEMENT,
80D,hidden,L49,TotAmtB2.80D,SUM(AmtB2.80D),TO_IMPLEMENT,
80D,hidden,L52,Eligible_Amount_80D,"MIN(100000,SUM(Self_And_Family_80D,Senior_Citizen_80D,Parents_80D,Parents_SC_80D),TOTAL_INCOME)",TO_IMPLEMENT,
80G,hidden,AE3,C_Eligible,SUM(PerYES10080G.EligibleAmt),TO_IMPLEMENT,
80G,hidden,AF3,D_Eligible,SUM(Per5080G.EligibleAmt),TO_IMPLEMENT,
80G,hidden,AG3,QualifyingAmount80G,"ROUND(0.1*MAX(0,(TOTAL_INCOME-(SUM('Income Details'!AN115:AV148)+SUM('Income Details'!AN154:AV161)+MIN(60000,IncD.Section80GG)+IncD.Section80EEA_Calc++IncD.Section80EEB_Calc))),0)",TO_IMPLEMENT,
80G,hidden,AH3,CD_EligibleAmount,QualifyingAmount80G,TO_IMPLEMENT,
80G,hidden,AI3,CDE_EligibleAmount,"MAX(0,ROUND((CD_EligibleAmount-C_Eligible)/2,0))",TO_IMPLEMENT,
